bacterial_species,isolate_code,administrative_region,national_site,local_site,sample_source,replicate,colony,esbl,ampicillin_mic,ampicillin_int,amoxicillin_clavulanic_acid_mic,amoxicillin_clavulanic_acid_int,ceftaroline_mic,ceftaroline_int,cefalexin_mic,cefalexin_int,cefalotin_mic,cefalotin_int,cefpodoxime_mic,cefpodoxime_int,cefotaxime_mic,cefotaxime_int,cefovecin_mic,cefovecin_int,ceftiofur_mic,ceftiofur_int,ceftazidime_avibactam_mic,ceftazidime_avibactam_int,imepenem_mic,imepenem_int,amikacin_mic,amikacin_int,gentamicin_mic,gentamicin_int,neomycin_mic,neomycin_int,nalidixic_acid_mic,nalidixic_acid_int,enrofloxacin_mic,enrofloxacin_int,marbofloxacin_mic,marbofloxacin_int,pradofloxacin_mic,pradofloxacin_int,doxycycline_mic,doxycycline_int,tetracycline_mic,tetracycline_int,nitrofurantoin_mic,nitrofurantoin_int,chloramphenicol_mic,chloramphenicol_int,trimethoprim_sulfamethazole_mic,trimethoprim_sulfamethazole_int,scored_resistance,num_antibiotics_tested,mar_index,ampicillin_encoded,amoxicillin_clavulanic_acid_encoded,ceftaroline_encoded,cefalexin_encoded,cefalotin_encoded,cefpodoxime_encoded,cefotaxime_encoded,cefovecin_encoded,ceftiofur_encoded,ceftazidime_avibactam_encoded,imepenem_encoded,amikacin_encoded,gentamicin_encoded,neomycin_encoded,nalidixic_acid_encoded,enrofloxacin_encoded,marbofloxacin_encoded,pradofloxacin_encoded,doxycycline_encoded,tetracycline_encoded,nitrofurantoin_encoded,chloramphenicol_encoded,trimethoprim_sulfamethazole_encoded,resistant_classes_count,is_mdr,num_resistant,num_tested,mar_index_calculated,mar_index_original
enterobacter_cloacae_complex,ec_prfgr3c6,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,6,,,,4,r,,,≥64,r,16,r,0.5,s,,s,2,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
enterobacter_cloacae_complex,ec_prfgr3c10,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,10,,,,4,r,,,16,r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,4,s,≤20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
enterobacter_cloacae_complex,ec_prfgr3c17,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,17,,,,4,r,,,16,r,32,r,0.5,s,,s,2,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,8,s,≤20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
enterobacter_cloacae_complex,ec_prfgr3c20,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,20,,,,4,r,,,≥64,r,16,r,0.5,s,,s,2,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,4,s,≤20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
salmonella_group,salprdwr1c3,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,3,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,4,s,≤1,s,≤16,s,≤2,s,≤20,s,4.0,22.0,0.1818,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
escherichia_coli,salprdwr2c5,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,5,neg,16,r,≤2,s,,s,≤64,r,4,s,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,7.0,22.0,0.3182,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,3,1,7,23,0.30434782608695654,0.3182
salmonella_group,salprdwr3c10,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,10,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4.0,22.0,0.1818,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
escherichia_coli,salprdwr3c15,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,15,neg,8,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,4.0,22.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2,0,4,23,0.17391304347826086,0.1818
salmonella_group,sgprdwr1c6,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,6,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4.0,22.0,0.1818,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
salmonella_group,sgprdwr1c10,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,10,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,5.0,22.0,0.2273,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,23,0.21739130434782608,0.2273
salmonella_group,sgprdwr2c5,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,5,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4.0,22.0,0.1818,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
salmonella_group,sgprdwr2c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,9,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4.0,22.0,0.1818,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
salmonella_group,sgprdwr3c8,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,8,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,5.0,22.0,0.2273,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,23,0.21739130434782608,0.2273
salmonella_group,sgprdwr3c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,9,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4.0,22.0,0.1818,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
salmonella_group,salprrwr2c7,region_iii_central_luzon,pampanga,san_roque,river_water,2,7,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,2,s,≥8,r,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,5.0,22.0,0.2273,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,23,0.21739130434782608,0.2273
escherichia_coli,salprrwr2c9,region_iii_central_luzon,pampanga,san_roque,river_water,2,9,neg,8,r,≤2,s,,s,32,r,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,6.0,22.0,0.2727,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,3,1,6,23,0.2608695652173913,0.2727
escherichia_coli,salprrwr3c8,region_iii_central_luzon,pampanga,san_roque,river_water,3,8,neg,4,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,4.0,22.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2,0,4,23,0.17391304347826086,0.1818
escherichia_coli,salprrwr3c10,region_iii_central_luzon,pampanga,san_roque,river_water,3,10,neg,4,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,≥64,r,≥320,r,4.0,22.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2,0,4,23,0.17391304347826086,0.1818
escherichia_coli,sgprfgr3c1,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,1,,≤2,r,≤2,s,,s,≤64,r,4,s,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,≤16,s,4,s,≤20,s,4.0,22.0,0.1818,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2,0,4,23,0.17391304347826086,0.1818
enterobacter_cloacae_complex,vcprdwr2c6,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,6,neg,>=32,r,<=2,r,,s,>=64,r,8,i,<=0.25,s,,s,1,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,s,<=0.5,s,<=0.12,s,8,s,>=16,s,<=16,s,4,i,<=0.20,s,3.0,22.0,0.1364,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,3,23,0.13043478260869565,0.1364
escherichia_coli,vcprrwr1c3,region_iii_central_luzon,pampanga,san_roque,river_water,1,3,pos,>=32,r,16,i,,r,>=64,r,>=64,r,>=8,r,,,>=8,r,>=8,r,,s,<=0.25,s,<=2,s,>=16,r,<=2,s,,,>=4,r,>=4,r,>=4,r,>=16,r,>=16,r,32,s,>=64,r,>=320,r,15.0,21.0,0.7143,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1,15,23,0.6521739130434783,0.7143
escherichia_coli,vcprrwr1c6,region_iii_central_luzon,pampanga,san_roque,river_water,1,6,neg,<=2,s,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,<=0.12,s,2,s,<=1,s,<=16,s,4,s,<=20,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23,0.0,0.0
escherichia_coli,vcprrwr1c7,region_iii_central_luzon,pampanga,san_roque,river_water,1,7,neg,>=32,r,4,s,,s,<=4,s,4,s,<=0.25,s,,s,<=0.5,s,2,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,8,i,>=16,r,<=16,s,8,s,<=20,s,2.0,22.0,0.0909,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2,0,2,23,0.08695652173913043,0.0909
enterobacter_cloacae_complex,vcprrwr3c8,region_iii_central_luzon,pampanga,san_roque,river_water,3,8,neg,,,4,r,,,>=64,r,16,r,0.5,s,,s,2,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,64,i,8,s,<=20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
escherichia_coli,vcprftr1c5,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,5,neg,>=32,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,>=8,r,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,3.0,22.0,0.1364,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,23,0.13043478260869565,0.1364
escherichia_coli,vcprftr1c6,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,6,neg,>=32,r,<=2,s,,s,>=64,r,8,s,<=0.25,s,,s,1,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,8,i,>=16,r,<=16,s,4,s,<=20,s,3.0,22.0,0.1364,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2,0,3,23,0.13043478260869565,0.1364
escherichia_coli,vcprftr1c7,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,7,neg,4*,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,2.0,22.0,0.0909,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,23,0.08695652173913043,0.0909
escherichia_coli,vcprftr1c9,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,9,neg,>=32,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,2.0,22.0,0.0909,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,23,0.08695652173913043,0.0909
escherichia_coli,vcprftr1c10,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,10,neg,<=2*,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,2,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,2.0,22.0,0.0909,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,23,0.08695652173913043,0.0909
enterobacter_cloacae_complex,ec_oadwr1c3,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,3,,,,≥32,r,,,≥64,r,≥64,r,0.5,s,,s,1,s,<=1,s,,s,2,i,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,1,i,1,s,<=1,s,32,s,4,s,<=20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
enterobacter_cloacae_complex,ec_oadwr1c4,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,4,,,,≥32,r,,,≥64,r,≥64,r,0.5,s,,s,1,s,<=1,s,,s,2,i,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,1,i,1,s,<=1,s,32,s,4,s,<=20,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_oadwr1c5,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,5,neg,16,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oadwr1c6,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,6,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oadwr1c9,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,9,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
escherichia_coli,ec_oarwr1c3,region_viii_eastern_visayas,ormoc,alegria,river_water,1,3,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23,0.0,0.0
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr1c7,region_viii_eastern_visayas,ormoc,alegria,river_water,1,7,neg,16,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr1c8,region_viii_eastern_visayas,ormoc,alegria,river_water,1,8,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,4,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
escherichia_coli,ec_oarwr1c9,region_viii_eastern_visayas,ormoc,alegria,river_water,1,9,neg,8,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23,0.0,0.0
enterobacter_cloacae_complex,ec_oarwr1c10,region_viii_eastern_visayas,ormoc,alegria,river_water,1,10,,,,≥32,r,,,≥64,r,≥64,r,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,3.0,19.0,0.1579,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.1579
enterobacter_cloacae_complex,ec_oarwr2c3,region_viii_eastern_visayas,ormoc,alegria,river_water,2,3,,,,16,r,,,≥64,r,≥64,r,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,3.0,19.0,0.1579,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,23,0.17391304347826086,0.1579
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr2c5,region_viii_eastern_visayas,ormoc,alegria,river_water,2,5,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr3c1,region_viii_eastern_visayas,ormoc,alegria,river_water,3,1,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,23,0.043478260869565216,0.0455
